#country+code,#country+name,#indicator+code,#indicator+name,#indicator+value+num,#date+year
PER,Peru,123406,"Expected years of schooling, male (years)",13.415,2010
PER,Peru,123506,"Estimated gross national income per capita, female (2017 PPP $)",7158.054315,2010
PER,Peru,123606,"Estimated gross national income per capita, male (2017 PPP $)",11488.39889,2010
PER,Peru,128306,"Prison population (per 100,000 people)",156.6,2010
PER,Peru,132706,Population ages 65 and older (millions),1.80426,2010
PER,Peru,132806,Population under age 5 (millions),3.004451,2010
PER,Peru,133006,"Gross enrolment ratio, pre-primary (% of preschool-age children)",78.86466,2010
PER,Peru,133206,Exports and imports (% of GDP),51.672809,2010
PER,Peru,135006,Coefficient of human inequality,29.8,2010
PER,Peru,136906,"Human Development Index (HDI), female",0.699467942,2010
PER,Peru,137006,"Human Development Index (HDI), male",0.740928068,2010
PER,Peru,137506,Human Development Index (HDI),0.721,2010
PER,Peru,137906,Gender Development Index (GDI),0.944042981,2010
PER,Peru,138806,Inequality-adjusted HDI (IHDI),0.5,2010
PER,Peru,140606,"Unemployment, total (% of labour force)",3.478,2010
PER,Peru,147906,Youth not in school or employment (% ages 15-24),15.436,2010
PER,Peru,148206,Labour force participation rate (% ages 15 and older),78.893,2010
PER,Peru,148306,Employment to population ratio (% ages 15 and older),76.149,2010
PER,Peru,149206,Government expenditure on education (% of GDP),2.8673,2010
PER,Peru,150606,Employment in agriculture (% of total employment),27.73,2010
PER,Peru,150706,Employment in services (% of total employment),55.415,2010
PER,Peru,153706,Working poor at PPP$3.20 a day (% of total employment),16.912,2010
PER,Peru,164406,Adjusted net savings (% of GNI),12.27035,2010
PER,Peru,169706,Total unemployment rate (female to male ratio),1.189493433,2010
PER,Peru,169806,Youth unemployment rate (female to male ratio),1.010689324,2010
PER,Peru,170006,Concentration index (exports) (value),0.272463494,2010
PER,Peru,174206,"Total debt service (% of exports of goods, services and primary income)",16.620602,2010
PER,Peru,174306,Fossil fuel energy consumption (% of total energy consumption),68.26017768,2010
PER,Peru,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",46.79633391,2010
PER,Peru,175206,"Antenatal care coverage, at least one visit (%)",94.7,2010
PER,Peru,175506,"Contraceptive prevalence, any method (% of married or in-union women of reproductive age, 15–49 years)",74.4,2010
PER,Peru,175606,"Unmet need for family planning (% of married or in-union women of reproductive age, 15–49 years)",10.5,2010
PER,Peru,177706,Survival rate to the last grade of lower secondary general education (%),82.15981,2010
PER,Peru,178306,Gross capital formation (% of GDP),23.760509,2010
PER,Peru,179406,Skilled labour force (% of labour force),52.1024,2010
PER,Peru,179706,Ratio of education and health expenditure to military expenditure,5.156645,2010
PER,Peru,181206,Proportion of births attended by skilled health personnel (%),83.8,2010
PER,Peru,181706,Rural population with access to electricity (%),55.633237,2010
PER,Peru,181806,Current health expenditure (% of GDP),4.724154,2010
PER,Peru,182106,"Malaria incidence (per 1,000 people at risk)",3.31981,2010
PER,Peru,182206,"Tuberculosis incidence (per 100,000 people)",134,2010
PER,Peru,182806,Population using safely managed drinking-water services (%),48,2010
PER,Peru,183906,"Labour share of GDP, comprising wages and social protection transfers (%)",44.70000076,2010
PER,Peru,184006,Proportion of informal employment in nonagricultural employment (% of total employment in nonagriculture),70.11,2010
PER,Peru,184306,"Number of deaths and missing persons attributed to disasters (per 100,000 population)",0.62114,2010
PER,Peru,185106,"Age-standardized mortality rate attributed to noncommunicable diseases, female",387.6,2010
PER,Peru,185206,"Age-standardized mortality rate attributed to noncommunicable diseases, male",503.5,2010
PER,Peru,186706,"Carbon dioxide emissions, per unit of GDP (kg per 2010 US$ of GDP)",0.14498,2010
PER,Peru,193006,"Proportion of informal employment in nonagricultural employment, female (% of total employment in nonagriculture)",78.3,2010
PER,Peru,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",292.2061993,2010
PER,Peru,194906,GDP per capita (2017 PPP $),10066.46965,2010
PER,Peru,195206,Population using safely managed sanitation services (%),29,2010
PER,Peru,195606,"Carbon dioxide emissions, production emissions per capita (tonnes)",1.968828091,2010
PER,Peru,195706,Gross national income (GNI) per capita (constant 2017 PPP$),9317.26821,2010
PER,Peru,195906,"Domestic material consumption per capita, (tonnes)",15.69139,2010
PER,Peru,196006,"Use of fertilizer nutrient nitrogen (N), per area of cropland (kg per hectare)",41.44,2010
PER,Peru,196106,"Use of fertilizer nutrient phosphorus (expressed as P2O5), per area of cropland (kg per hectare)",15.95,2010
PER,Peru,43006,Vulnerable employment (% of total employment),51.05,2009
PER,Peru,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",20.15716,2009
PER,Peru,69206,Life expectancy at birth (years),74.12,2009
PER,Peru,69706,Expected years of schooling (years),13.55427651,2009
PER,Peru,103006,Mean years of schooling (years),8.381610497,2009
PER,Peru,103206,Life expectancy index,0.832615385,2009
PER,Peru,103606,Income index,0.676437112,2009
PER,Peru,103706,Education index,0.655894697,2009
PER,Peru,137506,Human Development Index (HDI),0.718,2009
PER,Peru,164406,Adjusted net savings (% of GNI),10.855161,2009
PER,Peru,174206,"Total debt service (% of exports of goods, services and primary income)",13.425657,2009
PER,Peru,178306,Gross capital formation (% of GDP),19.978678,2009
PER,Peru,179406,Skilled labour force (% of labour force),51.8349,2009
PER,Peru,182806,Population using safely managed drinking-water services (%),48,2009
PER,Peru,184306,"Number of deaths and missing persons attributed to disasters (per 100,000 population)",0.50803,2009
PER,Peru,195206,Population using safely managed sanitation services (%),27,2009
PER,Peru,195706,Gross national income (GNI) per capita (constant 2017 PPP$),8806.394548,2009
PER,Peru,43006,Vulnerable employment (% of total employment),51.238,2008
PER,Peru,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",20.87707,2008
PER,Peru,69206,Life expectancy at birth (years),73.826,2008
PER,Peru,69706,Expected years of schooling (years),13.4400316,2008
PER,Peru,103006,Mean years of schooling (years),8.381192215,2008
PER,Peru,103206,Life expectancy index,0.828092308,2008
PER,Peru,103606,Income index,0.674986311,2008
PER,Peru,103706,Education index,0.652707285,2008
PER,Peru,137506,Human Development Index (HDI),0.715,2008
PER,Peru,164406,Adjusted net savings (% of GNI),11.989009,2008
PER,Peru,174206,"Total debt service (% of exports of goods, services and primary income)",14.560111,2008
PER,Peru,178306,Gross capital formation (% of GDP),26.178346,2008
PER,Peru,179406,Skilled labour force (% of labour force),51.1644,2008
PER,Peru,182806,Population using safely managed drinking-water services (%),48,2008
PER,Peru,184306,"Number of deaths and missing persons attributed to disasters (per 100,000 population)",0.6908,2008
PER,Peru,195206,Population using safely managed sanitation services (%),25,2008
PER,Peru,195706,Gross national income (GNI) per capita (constant 2017 PPP$),8722.21919,2008
PER,Peru,43006,Vulnerable employment (% of total employment),51.38,2007
PER,Peru,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",21.79327,2007
PER,Peru,69206,Life expectancy at birth (years),73.528,2007
PER,Peru,69706,Expected years of schooling (years),13.37052548,2007
PER,Peru,103006,Mean years of schooling (years),8.109252809,2007
PER,Peru,103206,Life expectancy index,0.823507692,2007
PER,Peru,103606,Income index,0.661372655,2007
PER,Peru,103706,Education index,0.641711913,2007
PER,Peru,137506,Human Development Index (HDI),0.704,2007
PER,Peru,164406,Adjusted net savings (% of GNI),11.792254,2007
PER,Peru,174206,"Total debt service (% of exports of goods, services and primary income)",27.867434,2007
PER,Peru,178306,Gross capital formation (% of GDP),22.032387,2007
PER,Peru,179406,Skilled labour force (% of labour force),50.602,2007
PER,Peru,182806,Population using safely managed drinking-water services (%),48,2007
PER,Peru,184306,"Number of deaths and missing persons attributed to disasters (per 100,000 population)",2.24353,2007
PER,Peru,195206,Population using safely managed sanitation services (%),23,2007
PER,Peru,195706,Gross national income (GNI) per capita (constant 2017 PPP$),7970.524516,2007
PER,Peru,43006,Vulnerable employment (% of total employment),52.941,2006
PER,Peru,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",21.88156,2006
PER,Peru,69206,Life expectancy at birth (years),73.222,2006
PER,Peru,69706,Expected years of schooling (years),13.15063,2006
PER,Peru,103006,Mean years of schooling (years),8.095779884,2006
PER,Peru,103206,Life expectancy index,0.8188,2006
PER,Peru,103606,Income index,0.649855143,2006
PER,Peru,103706,Education index,0.635154607,2006
PER,Peru,137506,Human Development Index (HDI),0.697,2006
PER,Peru,164406,Adjusted net savings (% of GNI),10.739874,2006
PER,Peru,174206,"Total debt service (% of exports of goods, services and primary income)",13.148284,2006
PER,Peru,178306,Gross capital formation (% of GDP),19.650602,2006
PER,Peru,179406,Skilled labour force (% of labour force),48.483,2006
PER,Peru,182806,Population using safely managed drinking-water services (%),47,2006
PER,Peru,184306,"Number of deaths and missing persons attributed to disasters (per 100,000 population)",0.33036,2006
PER,Peru,195206,Population using safely managed sanitation services (%),21,2006
PER,Peru,195706,Gross national income (GNI) per capita (constant 2017 PPP$),7385.388531,2006
PER,Peru,23806,Population with at least some secondary education (% ages 25 and older),63.52,2005
PER,Peru,23906,"Population with at least some secondary education, female (% ages 25 and older)",43.56757,2005
PER,Peru,24006,"Population with at least some secondary education, male (% ages 25 and older)",50.85571,2005
PER,Peru,24106,"Mean years of schooling, female (years)",8.3258,2005
PER,Peru,24206,"Mean years of schooling, male (years)",9.1561,2005
PER,Peru,31706,Share of seats in parliament (% held by women),18.33333333,2005
PER,Peru,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",71.509,2005
PER,Peru,43006,Vulnerable employment (% of total employment),54.743,2005
PER,Peru,43606,"Internet users, total (% of population)",17.1,2005
PER,Peru,44206,Total population (millions),27.86614,2005
PER,Peru,45106,Urban population (%),75,2005
PER,Peru,46006,Mobile phone subscriptions (per 100 people),20.0363,2005
PER,Peru,46106,Primary school dropout rate (% of primary school cohort),15.09485,2005
PER,Peru,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",23.02813,2005
PER,Peru,47906,Median age (years),24.08,2005
PER,Peru,48706,"Labour force participation rate (% ages 15 and older), female",64.12,2005
PER,Peru,48806,"Labour force participation rate (% ages 15 and older), male",81.443,2005
PER,Peru,49006,Sex ratio at birth (male to female births),1.05,2005
PER,Peru,52606,"Remittances, inflows (% of GDP)",1.8933159,2005
PER,Peru,53506,"Foreign direct investment, net inflows (% of GDP)",3.3903482,2005
PER,Peru,57206,"Mortality rate, infant (per 1,000 live births)",20.721976,2005
PER,Peru,57506,"Mortality rate, under-five (per 1,000 live births)",26.695858,2005
PER,Peru,57806,"Mortality rate, female adult (per 1,000 people)",109.782,2005
PER,Peru,57906,"Mortality rate, male adult (per 1,000 people)",174.049,2005
PER,Peru,58006,"HIV prevalence, adult (% ages 15-49)",0.4,2005
PER,Peru,63106,Population ages 15–64 (millions),17.407299,2005
PER,Peru,63206,"Gross enrolment ratio, primary (% of primary school-age population)",113.72672,2005
PER,Peru,63306,"Gross enrolment ratio, secondary (% of secondary school-age population)",82.197,2005
PER,Peru,63406,"Gross enrolment ratio, tertiary (% of tertiary school-age population)",32.76182,2005
PER,Peru,64306,"Infants lacking immunization, measles (% of one-year-olds)",23,2005
PER,Peru,64406,"Infants lacking immunization, DTP (% of one-year-olds)",6,2005
PER,Peru,65606,Gross fixed capital formation (% of GDP),17.062082,2005
PER,Peru,68606,Gender Inequality Index (GII),0.464,2005
PER,Peru,69206,Life expectancy at birth (years),72.908,2005
PER,Peru,69706,Expected years of schooling (years),13.00889,2005
PER,Peru,89006,"Maternal mortality ratio (deaths per 100,000 live births)",118,2005
PER,Peru,97306,Natural resource depletion (% of GNI),3.239453433,2005
PER,Peru,99106,Net official development assistance received (% of GNI),0.65243326,2005
PER,Peru,100806,Forest area (% of total land area),59.00625,2005
PER,Peru,101406,"Literacy rate, adult (% ages 15 and older)",87.90867,2005
PER,Peru,103006,Mean years of schooling (years),8.734207685,2005
PER,Peru,103206,Life expectancy index,0.813969231,2005
PER,Peru,103606,Income index,0.64378674,2005
PER,Peru,103706,Education index,0.652498312,2005
PER,Peru,110806,"Net migration rate (per 1,000 people)",-6.699,2005
PER,Peru,110906,"Unemployment, youth (% ages 15–24)",9.192,2005
PER,Peru,111106,International inbound tourists (thousands),1571,2005
PER,Peru,111306,Private capital flows (% of GDP),-5.706534,2005
PER,Peru,120606,"Life expectancy at birth, female (years)",75.263,2005
PER,Peru,121106,"Life expectancy at birth, male (years)",70.558,2005
PER,Peru,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),51.299,2005
PER,Peru,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),8.784,2005
PER,Peru,123306,"Expected years of schooling, female (years)",13.0165,2005
PER,Peru,123406,"Expected years of schooling, male (years)",13.0022,2005
PER,Peru,123506,"Estimated gross national income per capita, female (2017 PPP $)",4720.578292,2005
PER,Peru,123606,"Estimated gross national income per capita, male (2017 PPP $)",9482.333229,2005
PER,Peru,128306,"Prison population (per 100,000 people)",118.5,2005
PER,Peru,132706,Population ages 65 and older (millions),1.529026,2005
PER,Peru,132806,Population under age 5 (millions),2.937224,2005
PER,Peru,133006,"Gross enrolment ratio, pre-primary (% of preschool-age children)",64.01458,2005
PER,Peru,133206,Exports and imports (% of GDP),47.357317,2005
PER,Peru,136906,"Human Development Index (HDI), female",0.67095975,2005
PER,Peru,137006,"Human Development Index (HDI), male",0.720497545,2005
PER,Peru,137506,Human Development Index (HDI),0.699,2005
PER,Peru,137906,Gender Development Index (GDI),0.931245019,2005
PER,Peru,140606,"Unemployment, total (% of labour force)",4.86,2005
PER,Peru,147906,Youth not in school or employment (% ages 15-24),23.047,2005
PER,Peru,148206,Labour force participation rate (% ages 15 and older),72.664,2005
PER,Peru,148306,Employment to population ratio (% ages 15 and older),69.132,2005
PER,Peru,149206,Government expenditure on education (% of GDP),2.83903,2005
PER,Peru,150606,Employment in agriculture (% of total employment),34.821,2005
PER,Peru,150706,Employment in services (% of total employment),51.109,2005
PER,Peru,153706,Working poor at PPP$3.20 a day (% of total employment),31.688,2005
PER,Peru,164406,Adjusted net savings (% of GNI),11.37775,2005
PER,Peru,169706,Total unemployment rate (female to male ratio),1.002884219,2005
PER,Peru,169806,Youth unemployment rate (female to male ratio),0.978984804,2005
PER,Peru,174206,"Total debt service (% of exports of goods, services and primary income)",30.365107,2005
PER,Peru,174306,Fossil fuel energy consumption (% of total energy consumption),71.55882901,2005
PER,Peru,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",46.22652643,2005
PER,Peru,177706,Survival rate to the last grade of lower secondary general education (%),86.68697,2005
PER,Peru,178306,Gross capital formation (% of GDP),17.283818,2005
PER,Peru,179406,Skilled labour force (% of labour force),46.3048,2005
PER,Peru,179706,Ratio of education and health expenditure to military expenditure,4.59901,2005
PER,Peru,181706,Rural population with access to electricity (%),24.632431,2005
PER,Peru,181806,Current health expenditure (% of GDP),4.541213,2005
PER,Peru,182106,"Malaria incidence (per 1,000 people at risk)",9.87998,2005
PER,Peru,182206,"Tuberculosis incidence (per 100,000 people)",151,2005
PER,Peru,182806,Population using safely managed drinking-water services (%),47,2005
PER,Peru,183906,"Labour share of GDP, comprising wages and social protection transfers (%)",47,2005
PER,Peru,184006,Proportion of informal employment in nonagricultural employment (% of total employment in nonagriculture),76.93,2005
PER,Peru,184306,"Number of deaths and missing persons attributed to disasters (per 100,000 population)",0.49621,2005
PER,Peru,186706,"Carbon dioxide emissions, per unit of GDP (kg per 2010 US$ of GDP)",0.13936,2005
PER,Peru,193006,"Proportion of informal employment in nonagricultural employment, female (% of total employment in nonagriculture)",83.95,2005
PER,Peru,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",209.5263167,2005
PER,Peru,194906,GDP per capita (2017 PPP $),7519.02772,2005
PER,Peru,195206,Population using safely managed sanitation services (%),20,2005
PER,Peru,195606,"Carbon dioxide emissions, production emissions per capita (tonnes)",1.318194533,2005
PER,Peru,195706,Gross national income (GNI) per capita (constant 2017 PPP$),7094.573926,2005
PER,Peru,195906,"Domestic material consumption per capita, (tonnes)",14.54292,2005
PER,Peru,196006,"Use of fertilizer nutrient nitrogen (N), per area of cropland (kg per hectare)",35.92,2005
PER,Peru,196106,"Use of fertilizer nutrient phosphorus (expressed as P2O5), per area of cropland (kg per hectare)",13.03,2005
PER,Peru,43006,Vulnerable employment (% of total employment),55.131,2004
PER,Peru,69206,Life expectancy at birth (years),72.581,2004
PER,Peru,69706,Expected years of schooling (years),13.02095,2004
PER,Peru,103006,Mean years of schooling (years),8.550792694,2004
PER,Peru,103206,Life expectancy index,0.808938462,2004
PER,Peru,103606,Income index,0.637686302,2004
PER,Peru,103706,Education index,0.646719479,2004
PER,Peru,137506,Human Development Index (HDI),0.694,2004
PER,Peru,179406,Skilled labour force (% of labour force),46.2292,2004
PER,Peru,182806,Population using safely managed drinking-water services (%),47,2004
PER,Peru,183906,"Labour share of GDP, comprising wages and social protection transfers (%)",47.09999847,2004
PER,Peru,195206,Population using safely managed sanitation services (%),18,2004
PER,Peru,195706,Gross national income (GNI) per capita (constant 2017 PPP$),6813.765521,2004
PER,Peru,43006,Vulnerable employment (% of total employment),56.488,2003
PER,Peru,69206,Life expectancy at birth (years),72.24,2003
PER,Peru,69706,Expected years of schooling (years),12.798,2003
PER,Peru,103006,Mean years of schooling (years),8.402835487,2003
PER,Peru,103206,Life expectancy index,0.803692308,2003
PER,Peru,103606,Income index,0.634527576,2003
PER,Peru,103706,Education index,0.635594516,2003
PER,Peru,128306,"Prison population (per 100,000 people)",105.3,2003
PER,Peru,137506,Human Development Index (HDI),0.687,2003
PER,Peru,179406,Skilled labour force (% of labour force),45.4817,2003
PER,Peru,182806,Population using safely managed drinking-water services (%),46,2003
PER,Peru,195206,Population using safely managed sanitation services (%),16,2003
PER,Peru,195706,Gross national income (GNI) per capita (constant 2017 PPP$),6672.762302,2003
PER,Peru,43006,Vulnerable employment (% of total employment),54.185,2002
PER,Peru,69206,Life expectancy at birth (years),71.882,2002
PER,Peru,69706,Expected years of schooling (years),13.3435,2002
PER,Peru,103006,Mean years of schooling (years),8.254878279,2002
PER,Peru,103206,Life expectancy index,0.798184615,2002
PER,Peru,103606,Income index,0.631255652,2002
PER,Peru,103706,Education index,0.645815387,2002
PER,Peru,137506,Human Development Index (HDI),0.688,2002
PER,Peru,179406,Skilled labour force (% of labour force),44.4044,2002
PER,Peru,182806,Population using safely managed drinking-water services (%),46,2002
PER,Peru,195206,Population using safely managed sanitation services (%),15,2002
PER,Peru,195706,Gross national income (GNI) per capita (constant 2017 PPP$),6529.78187,2002
PER,Peru,43006,Vulnerable employment (% of total employment),54.616,2001
PER,Peru,69206,Life expectancy at birth (years),71.505,2001
PER,Peru,69706,Expected years of schooling (years),13.86212,2001
PER,Peru,103006,Mean years of schooling (years),8.106921072,2001
PER,Peru,103206,Life expectancy index,0.792384615,2001
PER,Peru,103606,Income index,0.625676985,2001
PER,Peru,103706,Education index,0.655289591,2001
PER,Peru,137506,Human Development Index (HDI),0.687,2001
PER,Peru,182806,Population using safely managed drinking-water services (%),45,2001
PER,Peru,195206,Population using safely managed sanitation services (%),13,2001
PER,Peru,195706,Gross national income (GNI) per capita (constant 2017 PPP$),6293.027986,2001
PER,Peru,23806,Population with at least some secondary education (% ages 25 and older),53.8,2000
PER,Peru,23906,"Population with at least some secondary education, female (% ages 25 and older)",50.7,2000
PER,Peru,24006,"Population with at least some secondary education, male (% ages 25 and older)",62.48,2000
PER,Peru,24106,"Mean years of schooling, female (years)",7.587,2000
PER,Peru,24206,"Mean years of schooling, male (years)",8.91,2000
PER,Peru,36806,"Adolescent birth rate (births per 1,000 women ages 15-19)",73.871,2000
PER,Peru,43006,Vulnerable employment (% of total employment),55.083,2000
PER,Peru,43606,"Internet users, total (% of population)",3.07643,2000
PER,Peru,44206,Total population (millions),26.459944,2000
PER,Peru,45106,Urban population (%),73,2000
PER,Peru,46006,Mobile phone subscriptions (per 100 people),4.81428,2000
PER,Peru,46106,Primary school dropout rate (% of primary school cohort),19.07456,2000
PER,Peru,46206,"Pupil-teacher ratio, primary school (pupils per teacher)",28.74385,2000
PER,Peru,47906,Median age (years),22.687,2000
PER,Peru,48706,"Labour force participation rate (% ages 15 and older), female",54.913,2000
PER,Peru,48806,"Labour force participation rate (% ages 15 and older), male",80.273,2000
PER,Peru,49006,Sex ratio at birth (male to female births),1.05,2000
PER,Peru,52306,Research and development expenditure (% of GDP),0.11266,2000
PER,Peru,52606,"Remittances, inflows (% of GDP)",1.3869308,2000
PER,Peru,53506,"Foreign direct investment, net inflows (% of GDP)",1.5647902,2000
PER,Peru,57206,"Mortality rate, infant (per 1,000 live births)",29.590799,2000
PER,Peru,57506,"Mortality rate, under-five (per 1,000 live births)",38.601781,2000
PER,Peru,57806,"Mortality rate, female adult (per 1,000 people)",120.86,2000
PER,Peru,57906,"Mortality rate, male adult (per 1,000 people)",186.297,2000
PER,Peru,58006,"HIV prevalence, adult (% ages 15-49)",0.5,2000
PER,Peru,63106,Population ages 15–64 (millions),16.060602,2000
PER,Peru,63206,"Gross enrolment ratio, primary (% of primary school-age population)",117.18726,2000
PER,Peru,63306,"Gross enrolment ratio, secondary (% of secondary school-age population)",80.76803,2000
PER,Peru,63406,"Gross enrolment ratio, tertiary (% of tertiary school-age population)",33.81598,2000
PER,Peru,64306,"Infants lacking immunization, measles (% of one-year-olds)",3,2000
PER,Peru,64406,"Infants lacking immunization, DTP (% of one-year-olds)",1,2000
PER,Peru,65606,Gross fixed capital formation (% of GDP),19.67007044,2000
PER,Peru,69206,Life expectancy at birth (years),71.111,2000
PER,Peru,69706,Expected years of schooling (years),13.3624,2000
PER,Peru,89006,"Maternal mortality ratio (deaths per 100,000 live births)",144,2000
PER,Peru,97306,Natural resource depletion (% of GNI),1.203413728,2000
PER,Peru,99106,Net official development assistance received (% of GNI),0.81580409,2000
PER,Peru,100806,Forest area (% of total land area),59.48984375,2000
PER,Peru,103006,Mean years of schooling (years),7.958963864,2000
PER,Peru,103206,Life expectancy index,0.786323077,2000
PER,Peru,103606,Income index,0.625790848,2000
PER,Peru,103706,Education index,0.636476573,2000
PER,Peru,110806,"Net migration rate (per 1,000 people)",-2.016,2000
PER,Peru,110906,"Unemployment, youth (% ages 15–24)",9.113,2000
PER,Peru,111106,International inbound tourists (thousands),800,2000
PER,Peru,111306,Private capital flows (% of GDP),-0.7800158,2000
PER,Peru,112506,"Suicide rate, male (per 100,000 people, age-standardized)",8.8,2000
PER,Peru,112606,"Suicide rate, female (per 100,000 people, age-standardized)",3.3,2000
PER,Peru,120606,"Life expectancy at birth, female (years)",73.353,2000
PER,Peru,121106,"Life expectancy at birth, male (years)",68.852,2000
PER,Peru,121206,Young age (0-14) dependency ratio (per 100 people ages 15-64),56.739,2000
PER,Peru,122006,Old-age (65 and older) dependency ratio (per 100 people ages 15-64),8.011,2000
PER,Peru,123306,"Expected years of schooling, female (years)",13.3569,2000
PER,Peru,123406,"Expected years of schooling, male (years)",13.3653,2000
PER,Peru,123506,"Estimated gross national income per capita, female (2017 PPP $)",4046.490115,2000
PER,Peru,123606,"Estimated gross national income per capita, male (2017 PPP $)",8562.438217,2000
PER,Peru,132706,Population ages 65 and older (millions),1.286688,2000
PER,Peru,132806,Population under age 5 (millions),2.99992,2000
PER,Peru,133006,"Gross enrolment ratio, pre-primary (% of preschool-age children)",57.92048,2000
PER,Peru,133206,Exports and imports (% of GDP),35.538032,2000
PER,Peru,136906,"Human Development Index (HDI), female",0.648597391,2000
PER,Peru,137006,"Human Development Index (HDI), male",0.707990716,2000
PER,Peru,137506,Human Development Index (HDI),0.679,2000
PER,Peru,137906,Gender Development Index (GDI),0.916110023,2000
PER,Peru,140606,"Unemployment, total (% of labour force)",5.736,2000
PER,Peru,148206,Labour force participation rate (% ages 15 and older),67.399,2000
PER,Peru,148306,Employment to population ratio (% ages 15 and older),63.533,2000
PER,Peru,149206,Government expenditure on education (% of GDP),3.22803,2000
PER,Peru,150606,Employment in agriculture (% of total employment),34.676,2000
PER,Peru,150706,Employment in services (% of total employment),50.846,2000
PER,Peru,153706,Working poor at PPP$3.20 a day (% of total employment),30.966,2000
PER,Peru,164406,Adjusted net savings (% of GNI),9.2812332,2000
PER,Peru,169706,Total unemployment rate (female to male ratio),1.019153049,2000
PER,Peru,169806,Youth unemployment rate (female to male ratio),0.919334323,2000
PER,Peru,174206,"Total debt service (% of exports of goods, services and primary income)",28.907985,2000
PER,Peru,174306,Fossil fuel energy consumption (% of total energy consumption),69.90923825,2000
PER,Peru,175106,"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",43.39129525,2000
PER,Peru,175206,"Antenatal care coverage, at least one visit (%)",83.8,2000
PER,Peru,175506,"Contraceptive prevalence, any method (% of married or in-union women of reproductive age, 15–49 years)",68.9,2000
PER,Peru,175606,"Unmet need for family planning (% of married or in-union women of reproductive age, 15–49 years)",14.4,2000
PER,Peru,177706,Survival rate to the last grade of lower secondary general education (%),85.86045,2000
PER,Peru,178306,Gross capital formation (% of GDP),19.627985,2000
PER,Peru,179706,Ratio of education and health expenditure to military expenditure,4.346343,2000
PER,Peru,181206,Proportion of births attended by skilled health personnel (%),59.3,2000
PER,Peru,181706,Rural population with access to electricity (%),11.089394,2000
PER,Peru,181806,Current health expenditure (% of GDP),4.547433,2000
PER,Peru,182106,"Malaria incidence (per 1,000 people at risk)",9.0711,2000
PER,Peru,182206,"Tuberculosis incidence (per 100,000 people)",183,2000
PER,Peru,182806,Population using safely managed drinking-water services (%),45,2000
PER,Peru,185106,"Age-standardized mortality rate attributed to noncommunicable diseases, female",452.9,2000
PER,Peru,185206,"Age-standardized mortality rate attributed to noncommunicable diseases, male",563.8,2000
PER,Peru,186706,"Carbon dioxide emissions, per unit of GDP (kg per 2010 US$ of GDP)",0.15844,2000
PER,Peru,194506,"Gross domestic product (GDP), total (2017 PPP $ billions)",169.9384762,2000
PER,Peru,194906,GDP per capita (2017 PPP $),6422.480568,2000
PER,Peru,195206,Population using safely managed sanitation services (%),11,2000
PER,Peru,195606,"Carbon dioxide emissions, production emissions per capita (tonnes)",1.136744658,2000
PER,Peru,195706,Gross national income (GNI) per capita (constant 2017 PPP$),6297.773346,2000
PER,Peru,195906,"Domestic material consumption per capita, (tonnes)",11.82017,2000
PER,Peru,196006,"Use of fertilizer nutrient nitrogen (N), per area of cropland (kg per hectare)",35.72,2000
PER,Peru,196106,"Use of fertilizer nutrient phosphorus (expressed as P2O5), per area of cropland (kg per hectare)",8.46,2000
PER,Peru,43006,Vulnerable employment (% of total employment),55.529,1999
PER,Peru,69206,Life expectancy at birth (years),70.7,1999
PER,Peru,69706,Expected years of schooling (years),13.51601,1999
PER,Peru,103006,Mean years of schooling (years),7.819171092,1999
PER,Peru,103206,Life expectancy index,0.78,1999
PER,Peru,103606,Income index,0.624667141,1999
PER,Peru,103706,Education index,0.636083759,1999
PER,Peru,137506,Human Development Index (HDI),0.677,1999
PER,Peru,195706,Gross national income (GNI) per capita (constant 2017 PPP$),6251.097883,1999
PER,Peru,43006,Vulnerable employment (% of total employment),55.982,1998
PER,Peru,69206,Life expectancy at birth (years),70.274,1998
PER,Peru,69706,Expected years of schooling (years),12.84973,1998
PER,Peru,103006,Mean years of schooling (years),7.679378319,1998
PER,Peru,103206,Life expectancy index,0.773446154,1998
PER,Peru,103606,Income index,0.624898649,1998
PER,Peru,103706,Education index,0.612916222,1998
PER,Peru,137506,Human Development Index (HDI),0.667,1998
PER,Peru,195706,Gross national income (GNI) per capita (constant 2017 PPP$),6260.685666,1998
PER,Peru,31706,Share of seats in parliament (% held by women),10.83333333,1997
PER,Peru,43006,Vulnerable employment (% of total employment),56.45,1997
PER,Peru,69206,Life expectancy at birth (years),69.834,1997
PER,Peru,69706,Expected years of schooling (years),12.18345,1997
PER,Peru,103006,Mean years of schooling (years),7.539585546,1997
PER,Peru,103206,Life expectancy index,0.766676923,1997
